StateID,StateName,DRG,AverageCost
PA,Pennsylvania,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,25560
KY,Kentucky,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,25535
RI,Rhode Island,252 - OTHER VASCULAR PROCEDURES W MCC,25522
NY,New York,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,25456
CT,Connecticut,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,25420
NE,Nebraska,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,25406
MA,Massachusetts,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,25368
ID,Idaho,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,25366
OK,Oklahoma,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,25334
HI,Hawaii,252 - OTHER VASCULAR PROCEDURES W MCC,25293
MN,Minnesota,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,25264
MD,Maryland,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,25263
TN,Tennessee,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,25257
NH,New Hampshire,252 - OTHER VASCULAR PROCEDURES W MCC,25070
SD,South Dakota,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,25006
MS,Mississippi,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,24935
FL,Florida,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,24883
OR,Oregon,252 - OTHER VASCULAR PROCEDURES W MCC,24785
CT,Connecticut,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,24769
ME,Maine,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,24654
VT,Vermont,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,24527
DE,Delaware,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,24490
ND,North Dakota,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,24451
NH,New Hampshire,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,24440
MD,Maryland,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,24372
MN,Minnesota,252 - OTHER VASCULAR PROCEDURES W MCC,24355
HI,Hawaii,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,24323
WA,Washington,252 - OTHER VASCULAR PROCEDURES W MCC,24321
IL,Illinois,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,24321
DC,District of Columbia,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,24300
OR,Oregon,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,24222
WA,Washington,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,24174
WA,Washington,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,24172
UT,Utah,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,24164
NM,New Mexico,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,24107
HI,Hawaii,253 - OTHER VASCULAR PROCEDURES W CC,24079
DE,Delaware,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,23975
IA,Iowa,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,23972
NM,New Mexico,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,23924
IL,Illinois,252 - OTHER VASCULAR PROCEDURES W MCC,23853
WI,Wisconsin,252 - OTHER VASCULAR PROCEDURES W MCC,23840
DC,District of Columbia,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,23816
MA,Massachusetts,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,23791
NH,New Hampshire,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,23778
DE,Delaware,252 - OTHER VASCULAR PROCEDURES W MCC,23711
MD,Maryland,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,23671
SD,South Dakota,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,23632
MI,Michigan,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,23494
KS,Kansas,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,23483
NJ,New Jersey,252 - OTHER VASCULAR PROCEDURES W MCC,23476
PA,Pennsylvania,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,23405
RI,Rhode Island,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,23395
AZ,Arizona,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,23378
NC,North Carolina,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,23318
PA,Pennsylvania,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,23296
NJ,New Jersey,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,23237
RI,Rhode Island,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,23165
CO,Colorado,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,23160
AK,Alaska,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,23134
AK,Alaska,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,23133
OR,Oregon,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,23128
WA,Washington,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,23127
DE,Delaware,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,23115
MI,Michigan,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,23035
OR,Oregon,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,23031
MN,Minnesota,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,22943
NM,New Mexico,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,22907
AR,Arkansas,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,22901
NV,Nevada,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,22852
MI,Michigan,252 - OTHER VASCULAR PROCEDURES W MCC,22810
SD,South Dakota,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,22806
WY,Wyoming,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,22800
DC,District of Columbia,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,22796
NJ,New Jersey,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,22767
MD,Maryland,473 - CERVICAL SPINAL FUSION W/O CC/MCC,22715
DE,Delaware,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,22700
NE,Nebraska,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,22656
NV,Nevada,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,22655
NJ,New Jersey,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,22580
WY,Wyoming,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,22549
HI,Hawaii,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,22536
SC,South Carolina,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,22526
IN,Indiana,252 - OTHER VASCULAR PROCEDURES W MCC,22520
CO,Colorado,252 - OTHER VASCULAR PROCEDURES W MCC,22513
NM,New Mexico,252 - OTHER VASCULAR PROCEDURES W MCC,22500
NV,Nevada,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,22493
ID,Idaho,252 - OTHER VASCULAR PROCEDURES W MCC,22483
IL,Illinois,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,22479
CA,California,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,22454
AZ,Arizona,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,22408
UT,Utah,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,22401
MN,Minnesota,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,22312
MI,Michigan,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,22276
VT,Vermont,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,22257
NV,Nevada,252 - OTHER VASCULAR PROCEDURES W MCC,22214
AZ,Arizona,252 - OTHER VASCULAR PROCEDURES W MCC,22207
AK,Alaska,253 - OTHER VASCULAR PROCEDURES W CC,22205
AK,Alaska,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,22149
SD,South Dakota,252 - OTHER VASCULAR PROCEDURES W MCC,22122
CA,California,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,22122
NE,Nebraska,252 - OTHER VASCULAR PROCEDURES W MCC,22120
DC,District of Columbia,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,22072
PA,Pennsylvania,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,22066
VT,Vermont,253 - OTHER VASCULAR PROCEDURES W CC,22054
CO,Colorado,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,22036
SD,South Dakota,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,22031
WI,Wisconsin,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,22021
IA,Iowa,252 - OTHER VASCULAR PROCEDURES W MCC,21973
NV,Nevada,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,21961
DC,District of Columbia,253 - OTHER VASCULAR PROCEDURES W CC,21911
MD,Maryland,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,21892
AK,Alaska,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,21877
OH,Ohio,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,21860
IN,Indiana,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,21835
TX,Texas,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,21835
NC,North Carolina,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,21816
NH,New Hampshire,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,21813
KY,Kentucky,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,21802
PA,Pennsylvania,252 - OTHER VASCULAR PROCEDURES W MCC,21801
VA,Virginia,252 - OTHER VASCULAR PROCEDURES W MCC,21776
TX,Texas,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,21765
WI,Wisconsin,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,21764
OH,Ohio,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,21747
SC,South Carolina,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,21718
SC,South Carolina,252 - OTHER VASCULAR PROCEDURES W MCC,21645
UT,Utah,252 - OTHER VASCULAR PROCEDURES W MCC,21636
IL,Illinois,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,21628
WY,Wyoming,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,21621
CA,California,253 - OTHER VASCULAR PROCEDURES W CC,21614
AK,Alaska,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,21608
MD,Maryland,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,21603
CO,Colorado,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,21602
SD,South Dakota,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,21593
MS,Mississippi,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,21577
VA,Virginia,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,21573
AZ,Arizona,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,21560
GA,Georgia,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,21541
WI,Wisconsin,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,21536
DC,District of Columbia,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,21488
NC,North Carolina,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,21476
AK,Alaska,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,21458
NE,Nebraska,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,21448
VA,Virginia,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,21446
VT,Vermont,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,21351
MT,Montana,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,21350
MI,Michigan,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,21322
PA,Pennsylvania,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,21309
AL,Alabama,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,21277
OR,Oregon,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,21244
NC,North Carolina,252 - OTHER VASCULAR PROCEDURES W MCC,21204
SC,South Carolina,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,21192
MT,Montana,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,21168
OK,Oklahoma,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,21158
CT,Connecticut,253 - OTHER VASCULAR PROCEDURES W CC,21152
NY,New York,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,21149
ND,North Dakota,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,21115
KY,Kentucky,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,21096
CA,California,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,21085
TX,Texas,252 - OTHER VASCULAR PROCEDURES W MCC,21071
NM,New Mexico,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,21040
WA,Washington,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,21040
MS,Mississippi,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,21036
ID,Idaho,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,21035
ME,Maine,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,21001
LA,Louisiana,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20924
AZ,Arizona,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,20924
NE,Nebraska,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,20901
MA,Massachusetts,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,20899
ID,Idaho,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,20878
MD,Maryland,253 - OTHER VASCULAR PROCEDURES W CC,20866
OK,Oklahoma,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20856
OH,Ohio,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,20829
ME,Maine,252 - OTHER VASCULAR PROCEDURES W MCC,20816
TX,Texas,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,20811
SD,South Dakota,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20807
AK,Alaska,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,20804
WY,Wyoming,253 - OTHER VASCULAR PROCEDURES W CC,20802
GA,Georgia,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,20797
NY,New York,253 - OTHER VASCULAR PROCEDURES W CC,20745
MT,Montana,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20739
OK,Oklahoma,252 - OTHER VASCULAR PROCEDURES W MCC,20723
KS,Kansas,252 - OTHER VASCULAR PROCEDURES W MCC,20718
GA,Georgia,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,20718
FL,Florida,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20690
VA,Virginia,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,20675
MA,Massachusetts,253 - OTHER VASCULAR PROCEDURES W CC,20614
NY,New York,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,20614
ID,Idaho,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,20582
ND,North Dakota,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20574
ME,Maine,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,20562
HI,Hawaii,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,20556
IA,Iowa,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20554
WV,West Virginia,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20519
IN,Indiana,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,20498
ME,Maine,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,20462
NH,New Hampshire,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,20456
KS,Kansas,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,20434
AK,Alaska,377 - G.I. HEMORRHAGE W MCC,20419
MA,Massachusetts,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",20384
MN,Minnesota,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,20354
WY,Wyoming,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,20336
GA,Georgia,252 - OTHER VASCULAR PROCEDURES W MCC,20313
MO,Missouri,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,20305
CT,Connecticut,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,20271
MD,Maryland,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,20271
OH,Ohio,252 - OTHER VASCULAR PROCEDURES W MCC,20252
LA,Louisiana,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,20220
CA,California,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",20205
OK,Oklahoma,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,20191
CO,Colorado,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,20173
TN,Tennessee,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20162
KS,Kansas,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20134
LA,Louisiana,252 - OTHER VASCULAR PROCEDURES W MCC,20115
FL,Florida,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,20112
KY,Kentucky,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,20094
VT,Vermont,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,20092
MO,Missouri,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,20076
WI,Wisconsin,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,20040
IN,Indiana,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,19971
OH,Ohio,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,19933
MO,Missouri,252 - OTHER VASCULAR PROCEDURES W MCC,19926
NC,North Carolina,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,19895
MT,Montana,252 - OTHER VASCULAR PROCEDURES W MCC,19885
IL,Illinois,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,19883
MS,Mississippi,252 - OTHER VASCULAR PROCEDURES W MCC,19852
MD,Maryland,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,19836
SC,South Carolina,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,19819
NY,New York,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,19760
FL,Florida,252 - OTHER VASCULAR PROCEDURES W MCC,19751
FL,Florida,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,19745
CT,Connecticut,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,19736
MS,Mississippi,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,19735
TX,Texas,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,19716
NM,New Mexico,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,19716
WY,Wyoming,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,19677
DC,District of Columbia,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,19663
MA,Massachusetts,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,19642
MO,Missouri,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,19618
HI,Hawaii,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,19601
TN,Tennessee,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,19439
AR,Arkansas,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,19435
GA,Georgia,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,19390
MS,Mississippi,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,19365
ND,North Dakota,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,19354
FL,Florida,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,19349
MT,Montana,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,19334
WA,Washington,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,19332
LA,Louisiana,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,19285
WV,West Virginia,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,19267
RI,Rhode Island,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,19251
TN,Tennessee,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,19246
IA,Iowa,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,19209
NM,New Mexico,253 - OTHER VASCULAR PROCEDURES W CC,19204
WY,Wyoming,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,19187
NJ,New Jersey,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,19150
KY,Kentucky,252 - OTHER VASCULAR PROCEDURES W MCC,19132
MO,Missouri,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,19111
KS,Kansas,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,19100
MN,Minnesota,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,19082
WV,West Virginia,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,19027
AR,Arkansas,252 - OTHER VASCULAR PROCEDURES W MCC,19022
OR,Oregon,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,18996
OK,Oklahoma,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,18956
AR,Arkansas,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,18950
IA,Iowa,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,18950
UT,Utah,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,18885
LA,Louisiana,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,18875
NJ,New Jersey,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,18875
ND,North Dakota,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,18855
WA,Washington,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,18851
WY,Wyoming,473 - CERVICAL SPINAL FUSION W/O CC/MCC,18847
MD,Maryland,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,18841
RI,Rhode Island,253 - OTHER VASCULAR PROCEDURES W CC,18833
AK,Alaska,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",18814
NE,Nebraska,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,18809
WV,West Virginia,252 - OTHER VASCULAR PROCEDURES W MCC,18803
NY,New York,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",18788
WV,West Virginia,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,18781
ND,North Dakota,252 - OTHER VASCULAR PROCEDURES W MCC,18746
VA,Virginia,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,18742
CT,Connecticut,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,18734
MI,Michigan,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,18685
WY,Wyoming,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,18656
OR,Oregon,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,18624
RI,Rhode Island,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,18618
VT,Vermont,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,18615
